wmo_index,file_name,url
703080,USA_AK_St.Paul.Island.AP.703080_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_St.Paul.Island.AP.703080_TMY3.zip
703160,USA_AK_Cold.Bay.AP.703160_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Cold.Bay.AP.703160_TMY3.zip
702960,USA_AK_Cordova-Smith.AP.702960_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Cordova-Smith.AP.702960_TMY3.zip
702510,USA_AK_Talkeetna.AP.702510_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Talkeetna.AP.702510_TMY3.zip
702310,USA_AK_McGrath.AP.702310_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_McGrath.AP.702310_TMY3.zip
701780,USA_AK_Tanana-Calhoun.Meml.AP.701780_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Tanana-Calhoun.Meml.AP.701780_TMY3.zip
700637,USA_AK_Deadhorse.AP.700637_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Deadhorse.AP.700637_TMY3.zip
702185,USA_AK_Mekoryuk.AP.702185_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Mekoryuk.AP.702185_TMY3.zip
703210,USA_AK_Dillingham.AP.703210_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Dillingham.AP.703210_TMY3.zip
703606,USA_AK_Togiak.AP.703606_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Togiak.AP.703606_TMY3.zip
703430,USA_AK_Middleton.Island.AP.703430_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Middleton.Island.AP.703430_TMY3.zip
702460,USA_AK_Minchumina.AP.702460_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Minchumina.AP.702460_TMY3.zip
702070,USA_AK_Unalakleet.AP.702070_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Unalakleet.AP.702070_TMY3.zip
704890,USA_AK_Unalaska-Madsen.AP.704890_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Unalaska-Madsen.AP.704890_TMY3.zip
702600,USA_AK_Nenana.Muni.AP.702600_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Nenana.Muni.AP.702600_TMY3.zip
702750,USA_AK_Valdez.702750_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Valdez.702750_TMY3.zip
702084,USA_AK_Emmonak.AP.702084_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Emmonak.AP.702084_TMY3.zip
702756,USA_AK_Valdez.AP-Pioneer.Field.702756_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Valdez.AP-Pioneer.Field.702756_TMY3.zip
702650,USA_AK_Fairbanks-Eielson.AFB.702650_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Fairbanks-Eielson.AFB.702650_TMY3.zip
702610,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Fairbanks.Intl.AP.702610_TMY3.zip
702000,USA_AK_Nome.AP.702000_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Nome.AP.702000_TMY3.zip
702757,USA_AK_Whittier.702757_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Whittier.702757_TMY3.zip
702910,USA_AK_Northway.AP.702910_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Northway.AP.702910_TMY3.zip
703870,USA_AK_Wrangell.AP.703870_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Wrangell.AP.703870_TMY3.zip
701940,USA_AK_Fort.Yukon.AP.701940_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Fort.Yukon.AP.701940_TMY3.zip
702740,USA_AK_Palmer.Muni.AP.702740_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Palmer.Muni.AP.702740_TMY3.zip
722235,USA_AL_Mobile-Downtown.AP.722235_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AL_Alabama/USA_AL_Mobile-Downtown.AP.722235_TMY3.zip
722230,USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AL_Alabama/USA_AL_Mobile-Rgnl.AP.722230_TMY3.zip
722287,USA_AL_Anniston.Rgnl.AP.722287_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AL_Alabama/USA_AL_Anniston.Rgnl.AP.722287_TMY3.zip
722265,USA_AL_Montgomery-Maxwell-Gunter.AFB.722265_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AL_Alabama/USA_AL_Montgomery-Maxwell-Gunter.AFB.722265_TMY3.zip
722269,USA_AL_Fort.Rucker-Cairns.AAF.722269_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AL_Alabama/USA_AL_Fort.Rucker-Cairns.AAF.722269_TMY3.zip
722260,USA_AL_Montgomery.Rgnl.AP-Dannelly.Field.722260_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AL_Alabama/USA_AL_Montgomery.Rgnl.AP-Dannelly.Field.722260_TMY3.zip
722284,USA_AL_Auburn.Univ.Rgnl.AP.722284_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AL_Alabama/USA_AL_Auburn.Univ.Rgnl.AP.722284_TMY3.zip
723235,USA_AL_Muscle.Shoals-Northwest.Alabama.Rgnl.AP.723235_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AL_Alabama/USA_AL_Muscle.Shoals-Northwest.Alabama.Rgnl.AP.723235_TMY3.zip
722285,USA_AL_Gadsen-Northeast.Alabama.Rgnl.AP.722285_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AL_Alabama/USA_AL_Gadsen-Northeast.Alabama.Rgnl.AP.722285_TMY3.zip
722280,USA_AL_Birmingham-Shuttlesworth.Intl.AP.722280_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AL_Alabama/USA_AL_Birmingham-Shuttlesworth.Intl.AP.722280_TMY3.zip
723230,USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AL_Alabama/USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.zip
722268,USA_AL_Dothan.Rgnl.AP.722268_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AL_Alabama/USA_AL_Dothan.Rgnl.AP.722268_TMY3.zip
722286,USA_AL_Tuscaloosa.Rgnl.AP-Van.De.Graaff.Field.722286_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AL_Alabama/USA_AL_Tuscaloosa.Rgnl.AP-Van.De.Graaff.Field.722286_TMY3.zip
723440,USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AR_Arkansas/USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3.zip
723417,USA_AR_Pine.Bluff-Grider.Field.723417_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AR_Arkansas/USA_AR_Pine.Bluff-Grider.Field.723417_TMY3.zip
723448,USA_AR_Batesville.Rgnl.AP.723448_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AR_Arkansas/USA_AR_Batesville.Rgnl.AP.723448_TMY3.zip
723450,USA_AR_Harrison-Boone.County.Rgnl.AP.723450_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AR_Arkansas/USA_AR_Harrison-Boone.County.Rgnl.AP.723450_TMY3.zip
723449,USA_AR_Rogers.Muni.AP-Carter.Field.723449_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AR_Arkansas/USA_AR_Rogers.Muni.AP-Carter.Field.723449_TMY3.zip
723415,USA_AR_Hot.Springs-Meml.Field.AP.723415_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AR_Arkansas/USA_AR_Hot.Springs-Meml.Field.AP.723415_TMY3.zip
723444,USA_AR_Bentonville.Muni.AP.723444_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AR_Arkansas/USA_AR_Bentonville.Muni.AP.723444_TMY3.zip
723443,USA_AR_Siloam.Springs-Smith.Field.723443_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AR_Arkansas/USA_AR_Siloam.Springs-Smith.Field.723443_TMY3.zip
723403,USA_AR_Little.Rock-Clinton.Natl.AP-Adams.Field.723403_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AR_Arkansas/USA_AR_Little.Rock-Clinton.Natl.AP-Adams.Field.723403_TMY3.zip
723405,USA_AR_Little.Rock.AFB.723405_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AR_Arkansas/USA_AR_Little.Rock.AFB.723405_TMY3.zip
723418,USA_AR_Texarkana.Rgnl.AP-Webb.Field.723418_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AR_Arkansas/USA_AR_Texarkana.Rgnl.AP-Webb.Field.723418_TMY3.zip
723419,USA_AR_El.Dorado-South.Arkansas.Rgnl.AP-Goodwin.Field.723419_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AR_Arkansas/USA_AR_El.Dorado-South.Arkansas.Rgnl.AP-Goodwin.Field.723419_TMY3.zip
723406,USA_AR_Walnut.Ridge.Rgnl.AP.723406_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AR_Arkansas/USA_AR_Walnut.Ridge.Rgnl.AP.723406_TMY3.zip
723445,USA_AR_Fayetteville.Exec.AP-Drake.Field.723445_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AR_Arkansas/USA_AR_Fayetteville.Exec.AP-Drake.Field.723445_TMY3.zip
723447,USA_AR_Flippin-Marion.County.Rgnl.AP.723447_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AR_Arkansas/USA_AR_Flippin-Marion.County.Rgnl.AP.723447_TMY3.zip
722789,USA_AZ_Scottsdale.AP.722789_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AZ_Arizona/USA_AZ_Scottsdale.AP.722789_TMY3.zip
722720,USA_AZ_Bisbee.Douglas.Intl.AP.722720_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AZ_Arizona/USA_AZ_Bisbee.Douglas.Intl.AP.722720_TMY3.zip
723747,USA_AZ_Show.Low.Rgnl.AP.723747_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AZ_Arizona/USA_AZ_Show.Low.Rgnl.AP.723747_TMY3.zip
722748,USA_AZ_Casa.Grande.Muni.AP.722748_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AZ_Arizona/USA_AZ_Casa.Grande.Muni.AP.722748_TMY3.zip
723710,USA_AZ_Page.Muni.AP.723710_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AZ_Arizona/USA_AZ_Page.Muni.AP.723710_TMY3.zip
722745,USA_AZ_Tucson-Davis-Monthan.AFB.722745_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AZ_Arizona/USA_AZ_Tucson-Davis-Monthan.AFB.722745_TMY3.zip
722784,USA_AZ_Phoenix-Deer.Valley.Muni.AP.722784_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AZ_Arizona/USA_AZ_Phoenix-Deer.Valley.Muni.AP.722784_TMY3.zip
722780,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AZ_Arizona/USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3.zip
722740,USA_AZ_Tucson.Intl.AP.722740_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AZ_Arizona/USA_AZ_Tucson.Intl.AP.722740_TMY3.zip
723755,USA_AZ_Flagstaff.Pulliam.AP.723755_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AZ_Arizona/USA_AZ_Flagstaff.Pulliam.AP.723755_TMY3.zip
722785,USA_AZ_Glendale-Luke.AFB.722785_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AZ_Arizona/USA_AZ_Glendale-Luke.AFB.722785_TMY3.zip
723723,USA_AZ_Prescott.Muni.AP-Love.Field.723723_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AZ_Arizona/USA_AZ_Prescott.Muni.AP-Love.Field.723723_TMY3.zip
723783,USA_AZ_Grand.Canyon.Natl.Park.AP.723783_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AZ_Arizona/USA_AZ_Grand.Canyon.Natl.Park.AP.723783_TMY3.zip
722747,USA_AZ_Safford.Rgnl.AP.722747_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AZ_Arizona/USA_AZ_Safford.Rgnl.AP.722747_TMY3.zip
723700,USA_AZ_Kingman.AP.723700_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AZ_Arizona/USA_AZ_Kingman.AP.723700_TMY3.zip
725958,USA_CA_Alturas.Muni.AP.725958_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//CA_California/USA_CA_Alturas.Muni.AP.725958_TMY3.zip
725920,USA_CA_Redding.Muni.AP.725920_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//CA_California/USA_CA_Redding.Muni.AP.725920_TMY3.zip
725945,USA_CA_Arcata-Eureka.AP.725945_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//CA_California/USA_CA_Arcata-Eureka.AP.725945_TMY3.zip
722950,USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//CA_California/USA_CA_Los.Angeles.Intl.AP.722950_TMY3.zip
723840,USA_CA_Bakersfield-Meadows.Field.AP.723840_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//CA_California/USA_CA_Bakersfield-Meadows.Field.AP.723840_TMY3.zip
723815,USA_CA_Barstow-Daggett.AP.723815_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//CA_California/USA_CA_Barstow-Daggett.AP.723815_TMY3.zip
722860,USA_CA_Riverside-March.ARB.722860_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//CA_California/USA_CA_Riverside-March.ARB.722860_TMY3.zip
724837,USA_CA_Beale.AFB.724837_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//CA_California/USA_CA_Beale.AFB.724837_TMY3.zip
722869,USA_CA_Riverside.Muni.AP.722869_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//CA_California/USA_CA_Riverside.Muni.AP.722869_TMY3.zip
724838,USA_CA_Marysville-Yuba.County.AP.724838_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//CA_California/USA_CA_Marysville-Yuba.County.AP.724838_TMY3.zip
724800,USA_CA_Bishop-Eastern.Sierra.Rgnl.AP.724800_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//CA_California/USA_CA_Bishop-Eastern.Sierra.Rgnl.AP.724800_TMY3.zip
