wmo_index,file_name,url
704540,USA_AK_Adak.AP.704540_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Adak.AP.704540_TMY3.zip
702040,USA_AK_Gambell.AP.702040_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Gambell.AP.702040_TMY3.zip
702710,USA_AK_Gulkana.AP.702710_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Gulkana.AP.702710_TMY3.zip
701718,USA_AK_Ambler.AP.701718_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Ambler.AP.701718_TMY3.zip
703670,USA_AK_Gustavus.AP.703670_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Gustavus.AP.703670_TMY3.zip
701043,USA_AK_Point.Hope.AP.701043_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Point.Hope.AP.701043_TMY3.zip
701625,USA_AK_Anaktuvuk.Pass.AP.701625_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Anaktuvuk.Pass.AP.701625_TMY3.zip
702720,USA_AK_Anchorage-JB.Elmendorf-Richardson.702720_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Anchorage-JB.Elmendorf-Richardson.702720_TMY3.zip
702725,USA_AK_Anchorage-Lake.Hood.Seaplane.Base.702725_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Anchorage-Lake.Hood.Seaplane.Base.702725_TMY3.zip
703330,USA_AK_Port.Heiden.AP.703330_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Port.Heiden.AP.703330_TMY3.zip
702735,USA_AK_Anchorage-Merrill.Field.702735_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Anchorage-Merrill.Field.702735_TMY3.zip
703410,USA_AK_Homer.AP.703410_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Homer.AP.703410_TMY3.zip
702730,USA_AK_Anchorage.Stevens.Intl.AP.702730_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Anchorage.Stevens.Intl.AP.702730_TMY3.zip
702607,USA_AK_Hoonah.AP.702607_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Hoonah.AP.702607_TMY3.zip
702186,USA_AK_Hooper.Bay.AP.702186_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Hooper.Bay.AP.702186_TMY3.zip
702320,USA_AK_Aniak.AP.702320_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Aniak.AP.702320_TMY3.zip
702225,USA_AK_Huslia.AP.702225_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Huslia.AP.702225_TMY3.zip
703980,USA_AK_Annette.Island.AP.703980_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Annette.Island.AP.703980_TMY3.zip
702005,USA_AK_Saint.Marys.AP.702005_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Saint.Marys.AP.702005_TMY3.zip
702075,USA_AK_Anvik.702075_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Anvik.702075_TMY3.zip
703400,USA_AK_Iliamna.AP.703400_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Iliamna.AP.703400_TMY3.zip
702035,USA_AK_Savoonga.AP.702035_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Savoonga.AP.702035_TMY3.zip
700197,USA_AK_Selawik.AP.700197_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Selawik.AP.700197_TMY3.zip
703810,USA_AK_Juneau.Intl.AP.703810_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Juneau.Intl.AP.703810_TMY3.zip
700260,USA_AK_Barrow-Post-Rogers.Meml.AP.700260_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Barrow-Post-Rogers.Meml.AP.700260_TMY3.zip
702770,USA_AK_Seward.AP.702770_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Seward.AP.702770_TMY3.zip
703855,USA_AK_Kake.Seaplane.Base.703855_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Kake.Seaplane.Base.703855_TMY3.zip
702190,USA_AK_Bethel.AP.702190_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Bethel.AP.702190_TMY3.zip
701740,USA_AK_Bettles.AP.701740_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Bettles.AP.701740_TMY3.zip
703950,USA_AK_Ketchikan.Intl.AP.703950_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Ketchikan.Intl.AP.703950_TMY3.zip
702670,USA_AK_Big.Delta-Fort.Greely-Allen.AAF.702670_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Big.Delta-Fort.Greely-Allen.AAF.702670_TMY3.zip
702986,USA_AK_Big.River.Lake.702986_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Big.River.Lake.702986_TMY3.zip
702746,USA_AK_Birchwood.AP.702746_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Birchwood.AP.702746_TMY3.zip
703710,USA_AK_Sitka.Gutierrez.AP.703710_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Sitka.Gutierrez.AP.703710_TMY3.zip
703260,USA_AK_King.Salmon.AP.703260_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_King.Salmon.AP.703260_TMY3.zip
703620,USA_AK_Skagway.AP.703620_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Skagway.AP.703620_TMY3.zip
703407,USA_AK_Sleetmute.AP.703407_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Sleetmute.AP.703407_TMY3.zip
702595,USA_AK_Soldotna.AP.702595_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Soldotna.AP.702595_TMY3.zip
703500,USA_AK_Kodiak.Muni.AP.703500_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Kodiak.Muni.AP.703500_TMY3.zip
701330,USA_AK_Kotzebue-Wien.Meml.AP.701330_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Kotzebue-Wien.Meml.AP.701330_TMY3.zip
702606,USA_AK_Chulitna.702606_TMY3.epw,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America//AK_Alaska/USA_AK_Chulitna.702606_TMY3.zip
